場所コード,場所名称,場所略称,場所検索名称,郵便番号,住所１,住所２,住所３,電話番号,担当者,備考,方面１コード,方面１名称,方面２コード,方面２名称,使用停止フラグ,登録日,登録時刻,登録社員コード,更新日,更新時刻,更新社員コード
"0000564","東和金属","東和金属","ﾄｳﾜｷﾝｿﾞｸ","","福島県二本松市東和町木幡字平21-1","","","0243-46-2415","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000565","ＹＤＫ","ＹＤＫ","ﾜｲﾃﾞｰ","","ＹＤＫ","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000566","ｱﾙﾌﾟｽ電気ｺﾝﾎﾟ-ﾈﾝﾄ事業部　古川","ｱﾙﾌﾟｽ電気ｺﾝﾎﾟ-ﾈﾝﾄ事","ｱﾙﾌﾟｽﾃﾞﾝｷ","","宮城県大崎市古川中里6-3-36","","","02292-3-5111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000567","アルプス電気　涌谷工場","アルプス電気　涌谷工","ｱﾙﾌﾟｽﾃﾞﾝｷﾜ","","宮城県遠田郡涌谷町字渋江230","","","0229-43-2711","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000568","石巻市水産加工排水処理公社","石巻市水産加工排水処","ｲｼﾉﾏｷｽｲｻﾝ","","宮城県石巻市魚町１－１－２","","","0225-93-3101","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000569","関東電化工業渋川工場","関東電化工業渋川工場","ｶﾝﾄｳﾃﾞﾝｶ","","群馬県渋川市大橋１４９７","","","0279-23-3211","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000570","キリンビール高崎","キリンビール高崎","ｷﾘﾝﾋﾞｰﾙﾀｶｻ","","群馬県高崎市宮原町３","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000571","北日本工業","北日本工業","ｷﾀﾆﾎﾝｺｳｷﾞｮ","","宮城県加美郡加美町鳥屋ｹ埼字泥坂屋敷20-2","","","0229-67-3021","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000572","群栄化学工業群馬工場","群栄化学工業群馬工場","ｸﾞﾝｴｲｶｶﾞｸｺ","","群馬県高崎市宿大類町７００","","","0273-53-1815","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000573","ｷﾐｶ 富津工場","ｷﾐｶ 富津工場","ｷﾐｶﾌｯﾂｺｳｼﾞ","","千葉県富津市大堀1029","","","0439-87-1131","","","","","","","0","20180718","230157","SYSTEM","20220225","090822","000005"
"0000574","東京都下水道局多摩川上流処理場","東京都下水道局多摩川","ﾀﾏｶﾞﾜｼﾞｮｳﾘ","","東京都昭島市宮沢町3-15-1","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000575","東根新電元","東根新電元","ﾋｶﾞｼﾈ","","山形県東根市大字東根甲5600-1","","","0237-43-5211","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000576","日本製紙石巻工場","日本製紙石巻工場","ﾆﾎﾝｾｲｼｲｼﾉﾏ","","宮城県石巻市南光町2-2-1","","","0225-95-0111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000577","日本カーリット","日本カーリット","ﾆﾎﾝｶｰﾘｯﾄ","","群馬県渋川市半田2470","","","0279-23-8819","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000578","ペイントハウス物流","ペイントハウス物流","ﾍﾟｲﾝﾄ","","ペイントハウス物流","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000580","ミツワ化学","ミツワ化学","ﾐﾂﾜｶｶﾞｸ","","群馬県高崎市鼻高町44-2","","","027-325-0925","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000581","宮城メイコー","宮城メイコー","ﾐﾔｷﾞﾒｲｺｰ","","宮城県石巻市重吉町8-5","","","0225-94-3220","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000582","コープケミカル新潟工場","コープケミカル新潟工","ｺｰﾌﾟｹﾐｶﾙﾆｲ","","新潟県新潟市北区太郎代1448-3","","","025-255-2421","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000583","ササエイ薬局","ササエイ薬局","ｻｻｴｲﾔｯｷｮｸ","","宮城県栗原市若柳字川北境田8-2","","","0228-32-2042","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000584","白石工業","白石工業","ｼﾗｲｼｺｳｷﾞｮｳ","","白石工業","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000585","三共化成工業平塚工場","三共化成工業平塚工場","ｻﾝｷｮｳｶｾｲﾋﾗ","","神奈川県平塚市西八幡4-4-8","","","0463-31-3710","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000586","三恵","三恵","ｻﾝｹｲ","","三恵","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000587","東洋濾紙新潟工場","東洋濾紙新潟工場","ﾄｳﾖｳﾛｼﾆｲｶﾞ","","新潟県北蒲原郡聖籠町東港5-2265-14","","","025-257-5101","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000588","日本ケミコン　新潟工場","日本ケミコン　新潟工","ﾆﾎﾝｹﾐｺﾝﾆｲｶ","","新潟県北蒲原郡聖籠町東港6-5525-21","","","025-256-1251","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000589","日蓄上野原","日蓄上野原","ﾆｯﾁｸｳ","","日蓄上野原","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000590","日本石油ガス","日本石油ガス","ﾆﾎﾝｾｷ","","日本石油ガス","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000591","北越製紙新潟工場","北越製紙新潟工場","ﾎｸｴﾂｾｲｼﾆｲｶ","","新潟県新潟市東区榎町57","","","025-273-1141","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000592","新潟ケミカル","新潟ケミカル","ﾆｲｶﾞﾀｹﾐｶﾙ","","新潟県新潟市北区太郎代856-8","","","025-255-2771","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000595","第一三共ﾌﾟﾛﾌｧｰﾏ小田原工場","第一三共ﾌﾟﾛﾌｧｰﾏ","ﾀﾞｲｲﾁｻﾝｷｮｳ","","神奈川県小田原市高田450","","","","","","","","","","0","20180718","230157","SYSTEM","20220225","091855","000005"
"0000596","ＮＥＣトーキン岩手","ＮＥＣトーキン岩手","ｴﾇｲｰｼｰﾄｰｷﾝ","","岩手県一関市字柄貝1","","","0191-26-8600","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000597","上山製紙","上山製紙","ｶﾐﾉﾔﾏｾｲｼ","","岩手県一関市千厩町千厩字町裏75","","","01915-3-2166","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000598","茨城県潮来浄化センター","茨城県潮来浄化センタ","ｲﾀｺｼﾞｮｳｶｾﾝ","","茨城県潮来市日の出8-28-1","","","0299-66-0385","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000599","永薬品商事","永薬品商事","ｴｲﾔｸﾋﾝｼｮｳｼ","","岩手県奥州市水沢区字高屋敷24-1","","","0197-24-4244","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000600","ｱｾﾗ（甲府）","ｱｾﾗ（甲府）","ｱｾﾗ","","山梨県甲府市西高崎町１５６","","","0552-32-2030","","","","","","","0","20180718","230157","SYSTEM","20220224","191509","000005"
"0000601","中山商事　いわき営業所","中山商事　いわき営業","ﾅｶﾔﾏｼｮｳｼﾞｲ","","福島県いわき市小名浜島入海63","","","0246-58-7020","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000602","北上製紙","北上製紙","ｷﾀｶﾐｾｲｼ","","岩手県一関市旭町10-1","","","0191-23-3366","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000603","後藤製作所　東北事業所","後藤製作所　東北事業","ｺﾞﾄｳｾｲｻｸｼﾞ","","岩手県北上市北工業団地1-17","","","0197-66-6051","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000604","三友電子工業　江刺工場","三友電子工業　江刺工","ｻﾝﾕｳﾃﾞﾝｼｴｻ","","岩手県奥州市江刺区岩谷堂字松長根12-4","","","0197-35-7111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000605","塩野義製薬㈱金ヶ崎工場","塩野義製薬㈱金ヶ崎工","ｼｵﾉｷﾞｾｲﾔｸ","","岩手県胆沢郡金ヶ崎町西根森山7","","","0197-44-5121","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000606","第一物産北上支店","第一物産北上支店","ﾀﾞｲｲﾁ","","第一物産北上支店","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000607","東鋼スチールコード","東鋼スチールコード","ﾄｳｺｳｽﾁｰﾙｺｰ","","岩手県北上市北上工業団地7-1","","","0197-66-2101","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000608","東邦特殊パルプ北上工場","東邦特殊パルプ北上工","ﾄｳﾎｳﾄｸｼｭﾊﾟ","","岩手県北上市相去町笹長根35","","","0197-67-5260","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000609","富士通岩手工場","富士通岩手工場","ﾌｼﾞﾂｳｲﾜﾃｺｳ","","岩手県胆沢郡金ヶ崎町西根森山4-2","","","0197-44-5311","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000610","三菱製紙　北上事業所","三菱製紙　北上事業所","ﾐﾂﾋﾞｼｾｲｼｷﾀ","","岩手県北上市相去町笹長根35","","","0197-67-3211","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000611","ＭＭアグロケミカル（岩手）","ＭＭアグロケミカル","MM","","岩手県北上市北上工業団地3-3","","","0197665215","","","","","","","0","20180718","230157","SYSTEM","20221122","101312","000006"
"0000612","大潟ガス水道局","大潟ガス水道局","ｵｵｶﾞﾀｶﾞｽｽｲ","","新潟県中頭城郡大湯町四ツ屋浜４５０","","","0255-34-3111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000613","栗和田浄水場","栗和田浄水場","ｸﾘﾜﾀﾞ","","栗和田浄水場","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000614","塩野浄水場","塩野浄水場","ｼｵﾉｼﾞｮｳｽｲ","","長野県須坂市大字塩野字押山735-10","","","0262-48-9101","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000615","田麦浄水場","田麦浄水場","ﾀﾑｷﾞｼﾞｮｳｽｲ","","長野県中野市田麦255","","","0269-26-1327","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000616","アセラ松本営業所","アセラ松本営業所","ｱｾﾗﾏﾂﾓﾄ","","長野県塩尻市広丘野村１８０８","","","0263-52-4141","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000617","日本ﾍﾙｽ工業盛岡事業所(都南浄化ｾ)","日本ﾍﾙｽ工業盛岡事業","ﾆﾎﾝﾍﾙｽｺｳｷﾞ","","岩手県盛岡市東見前3地割10-2","","","019-638-7964","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000618","中山油脂工業","中山油脂工業","ﾅｶﾔﾏﾕｼｺｳｷﾞ","","静岡県静岡市清水区袖師町929-1","","","054-366-6739","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000619","東亜電化","東亜電化","ﾄｳｱﾃﾞﾝｶ","","岩手県岩手郡玉山村大字渋民盛岡鉄工団地内","","","0196-83-2101","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000620","北岩手環境衛生センター","北岩手環境衛生センタ","ｷﾀｲﾜﾃ","","北岩手環境衛生センター","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000623","ラサ工業　宮古工場","ラサ工業　宮古工場","ﾗｻｺｳｷﾞｮｳ","","ラサ工業　宮古工場","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000624","バライト工業","バライト工業","ﾊﾞﾗｲﾄ","","バライト工業","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000625","あすなろ理研","あすなろ理研","ｱｽﾅﾛﾘｹﾝ","","青森県平川市大防竹原218-1","","","0172-44-1159","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000626","龍ヶ崎塵芥処理くり-んプラザ龍","龍ヶ崎塵芥処理くり-","ﾘｭｳｶﾞｻｷﾁﾎｳ","","茨城県龍ヶ崎市板橋町436-2","","","0297-60-1777","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000627","川崎ﾏｲｸﾛｴﾚｸﾄﾛﾆｸｽ宇都宮工場","川崎ﾏｲｸﾛｴﾚｸﾄﾛﾆｸｽ宇都","ｶﾜｻｷﾏｲｸﾛｴﾚ","","栃木県芳賀郡芳賀町芳賀台１６６","","","028-677-5370","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000628","住友金属工業　八総鉱山赤倉中和場","住友金属工業　八総鉱","ｽﾐﾄﾓｷ","","住友金属工業　八総鉱山赤倉中和場","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000629","タマル工業","タマル工業","ﾀﾏﾙｺｳｷﾞｮｳ","","栃木県佐野市栄町3-3","","","0283-22-4102","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010440","荒川南部環境ｾﾝﾀｰ","荒川南部環境ｾﾝﾀｰ","ｱﾗｶﾜﾅﾝﾌﾞｶﾝｷｮｳｾﾝﾀｰ","","荒川南部環境ｾﾝﾀｰ","","","","","","","","","","0","20180808","203047","000099","20180808","203047","000099"
"0000636","大明化学工業　東北工場","大明化学工業　東北工","ﾀｲﾒｲ","","宮城県宮城郡七ヶ浜東宮浜字笠岩16-24","","","022-364-9234","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000637","アルパインマニファクチャリング","アルパインマニファク","ｱﾙﾊﾟｲﾏﾆﾌｧｸ","","福島県田村郡小野町大字南原井字貢中42","","","","","","","","","","0","20180718","230157","SYSTEM","20180730","104224","000001"
"0000638","アルパインいわき","アルパインいわき","ｱﾙﾊﾟｲﾝｲﾜｷ","","福島県いわき市好間工業団地20-1","","","0246-36-4111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000642","市川合成化学","市川合成化学","ｲﾁｶﾜｺﾞｳｾｲ","","福島県いわき市泉町下川字大剣１－１３３","","","0246-56-1388","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000644","磐城沖石油楢葉プラント","磐城沖石油楢葉プラン","ｲﾜｷｵｷ","","磐城沖石油楢葉プラント","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000645","いわきゴルフクラブ","いわきゴルフクラブ","ｲﾜｷｺﾞﾙﾌｸﾗﾌ","","いわき市常磐藤原町松本77","","","0246-43-3181","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000643","ボッシュブレーキシステム（東松山","ボッシュブレーキシス","ﾎﾞｯｼｭ","","ボッシュブレーキシステム（東松山","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000646","磐城燃料商会","磐城燃料商会","ｲﾜｷﾈﾝ","","磐城燃料商会","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000651","いわき半導体","いわき半導体","ｲﾜｷﾊﾝﾄﾞｳﾀｲ","","福島県いわき市好間上好間岸ノ上6","","","0246-36-4080","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000652","いわきマシン","いわきマシン","ｲﾜｷﾏｼﾝ","","福島県いわき市泉町下川字八合52","","","0246-56-3621","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000656","日本パーオキサイド郡山","日本パーオキサイド郡","ﾆﾎﾝﾊﾟｰｵｷｻｲ","","福島県郡山市谷島町2-54","","","024-944-1405","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000661","いわき市クリンピーの森","いわき市クリンピーの","ｲﾜｷｸﾘﾝﾋﾟｰﾉ","","福島県いわき市渡辺町中釜戸大石沢24-1","","","0246-56-8512","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000662","ＦＤＫライフテック","ＦＤＫライフテック","ｴﾌﾃﾞｨｹﾗｲﾌﾃ","","福島県いわき市常磐上湯長谷町釜の前1","","","0246-72-0030","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000669","ニチハ　いわき工場","ニチハ　いわき工場","ﾆﾁﾊ","","福島県いわき市泉町下川字大剣399-8","","","0246-56-1588","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000672","小名浜学校給食共同調理場","小名浜学校給食共同調","ｵﾅﾊﾏｶﾞｯｺｳｷ","","福島県いわき市鹿島町船戸字林下11","","","0246-58-2048","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000673","県漁連いわき支所","県漁連いわき支所","ｹﾝｷﾞｮﾚﾝｲﾜｷ","","福島県いわき市小名浜栄町66-34","","","0246-54-9245","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000677","住化加工紙　いわき工場","住化加工紙　いわき工","ｽﾐｶｶｺｳｼｲﾜｷ","","福島県いわき市南台3丁目1-5","","","0246-62-0911","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000687","東邦ゴム　本社　工場（二本松）","東邦ゴム　本社　工場","ﾄｳﾎｳｺﾞﾑ","","福島県二本松市根崎1丁目241","","","0243-23-1237","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000695","キクチカラー","キクチカラー","ｷｸﾁｶﾗｰ","","福島県いわき市泉町黒須野字江越246-10","","","0246-96-6677","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000696","北茨城市立総合病院","北茨城市立総合病院","ｷﾀｲﾊﾞﾗｷｼﾘﾂ","","茨城県北茨城市大津町北町4丁目5-15","","","0293-46-1121","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000702","クニミネ工業　いわき工場","クニミネ工業　いわき","ｸﾆﾐﾈｺｳｷﾞｮｳ","","福島県いわき市常磐下船尾町杭出作23-5","","","0246-44-7100","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000704","クリナップロジスティクス","クリナップロジスティ","ｸﾘﾅｯﾌﾟﾛｼﾞｽ","","福島県いわき市四倉細谷江向15","","","0246-34-5410","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000712","共同企業体白河アスコン","共同企業体白河アスコ","ｷｮｳﾄﾞｳｷｷﾞｮ","","福島県西白河郡泉崎村大字泉崎字山崎山28-3","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000718","新常磐寝具","新常磐寝具","ｼﾝｼﾞｮｳﾊﾞﾝｼ","","福島県いわき市常磐西郷町銭田225","","","0246-42-3128","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000719","常磐カントリークラブ","常磐カントリークラブ","ｼﾞｮｳﾊﾞﾝｶﾝﾄ","","福島県いわき市大久町小久字西船場10-33","","","0246-82-3721","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000724","住友セメント","住友セメント","ｽﾐﾄﾓ","","住友セメント","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000729","高砂荘","高砂荘","ﾀｶｻｺﾞ","","高砂荘","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000740","太陽の里いわき","太陽の里いわき","ﾀｲﾖｳﾉｻﾄｲﾜｷ","","福島県いわき市平上片寄字上ノ内193","","","0246-34-1711","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000743","あすか製薬　いわき工場","あすか製薬　いわき工","ｱｽｶｾｲﾔｸｲﾜｷ","","福島県いわき市泉町下川字剣１","","","0246-56-2111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000744","東レ建材　福島工場","東レ建材　福島","ﾄｳﾚｹﾝｻﾞｲ ﾌｸｼﾏ","","福島県田村郡小野町大字谷津作字下中沢68-15","","","0247-72-5101","","","","","","","0","20180718","230157","SYSTEM","20201225","100552","000001"
"0000749","東邦キャリア","東邦キャリア","ﾄｳﾎｳｷｬﾘｱ","","東邦キャリア","","","","","","","","","","0","20180718","230157","SYSTEM","20180730","104032","000001"
"0000751","東北メタル","東北メタル","ﾄｳﾎｸﾒﾀﾙ","","東北メタル","","","","","","","","","","0","20180718","230157","SYSTEM","20180730","104313","000001"
"0000752","東洋興産","東洋興産","ﾄｳﾖｳｺｳｻﾝ","","福島県いわき市大久町小久字山之神60","","","0246-82-3029","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000756","会津ロイヤルプラザ","会津ロイヤルプラザ","ｱｲﾂﾞﾛｲﾔﾙﾌﾟ","","福島県会津若松市中町３－５３","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000761","県漁連中之作","県漁連中之作","ｹﾝｷﾞｮﾚﾝﾅｶﾉ","","福島県いわき市中之作須賀1-22","","","0246-55-7035","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000779","双葉環境センター","双葉環境センター","ﾌﾀﾊﾞｶﾝｷｮｳｾ","","福島県双葉郡富岡町大字小良ｹ浜字深谷","","","0240-22-3330","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000780","双葉砕石工業　阿武隈事業所","双葉砕石工業　阿武隈","ﾌﾀﾊﾞｻｲｾｷｺｳ","","福島県双葉郡浪江町大字南津島字下冷田88","","","0240-36-2218","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000781","双葉砕石工業　富岡事業所","双葉砕石工業　富岡事","ﾌﾀﾊﾞｻｲｾｷｺｳ","","福島県双葉郡富岡町大字上手岡字片倉88","","","0240-22-0751","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000785","ほまれ酒造","ほまれ酒造","ﾎﾏﾚｼｭｿﾞｳ","","福島県喜多方市松山町村松字常磐町2706","","","0241-22-5154","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000794","村田基準寝具","村田基準寝具","ﾑﾗﾀｷｼﾞｭﾝｼﾝ","","福島県いわき市好間工業団地1-88","","","0246-47-0155","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000795","メイコー　福島工場","メイコー　福島工場","ﾒｲｺｰﾌｸｼﾏｺｳ","","福島県双葉郡広野町大字上北迫字岩沢1-2","","","0240-27-3970","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000796","美野里町水道課","美野里町水道課","ﾐﾉｻﾄ","","美野里町水道課","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000797","ﾓﾘﾏｰｺﾝﾎﾟｼﾞｯﾄ 本社・関本工場","ﾓﾘﾏｰｺﾝﾎﾟｼﾞｯﾄ 本社・","ﾓﾘﾏｰｺﾝﾎﾟｼﾞ","","茨城県北茨城市関本町富士ヶ丘1270","","","0293-46-1660","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000811","イセ食品　福島工場","イセ食品　福島工場","ｲｾｼｮｸﾋﾝﾌｸｼ","","福島県石川郡古殿町大字鎌田字田中田151","","","0247-53-3577","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000812","旭自動車SS","旭自動車SS","ｱｻﾋｼﾞ","","旭自動車SS","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000045","相馬共同火力発電所　新地発電所","相馬共同火力発電所","ｿｳﾏｶﾘｮｸ","","福島県相馬郡新地町駒ヶ嶺今神1-1","","","0244-62-2201","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000046","相馬方部衛生組合衛生センター","相馬方部衛生組合衛生","ｿｳﾏﾎｳﾌﾞｴｲｾ","","福島県相馬市光陽４－２－１","","","0244-36-8555","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000047","相馬丸三橋本4号","相馬丸三橋本4号","ｿｳﾏﾏﾙ","","相馬丸三橋本4号","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000048","大昌電子岩手工場","大昌電子岩手工場","ﾀｲｼｮｳﾃﾞﾝｼ","","岩手県東磐井郡藤沢町砂子田字宮ノ脇30","","","0191-63-5111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000050","ダスキン仙台工場","ダスキン仙台工場","ﾀﾞｽｷﾝｾﾝﾀﾞｲ","","宮城県仙台市泉区長命ケ丘6丁目15-30","","","0120-38-1720","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000051","伊達地方衛生処理組合","伊達地方衛生処理組合","ﾀﾞﾃﾁﾎｳｴｲｾｲ","","福島県伊達市保原字中瀬字道下1-32","","","024-575-2371","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000049","田島衛生センター","田島衛生センター","ﾀｼﾞﾏｴ","","田島衛生センター","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000052","鶴見鋼管　いわき工場","鶴見鋼管　いわき工場","ﾂﾙﾐｺｳｶﾝ","","福島県いわき市南台3-9-1山田","ｲﾝﾀﾞｽﾄﾘｱﾙﾊﾟ-ｸ内","","0246-62-0550","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000053","東京電力福島第一原子力発電所","東京電力福島第一原子","ﾄｳｷｮｳﾃﾞﾝﾘｮ","","福島県双葉郡大熊町大字夫沢北原22","","","0240-32-2101","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000054","東洋製缶　仙台工場","東洋製缶　仙台工場","ﾄｳﾖｳｾｲｶﾝｾﾝ","","宮城県仙台市宮城野区港２","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000055","東和コンクリート","東和コンクリート","ﾄｳﾜｺﾝｸﾘｰﾄ","","宮城県角田市角田字野田前６","","","0224-62-3131","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0000056","登米衛生センター","登米衛生センター","ﾄﾖﾈｴｲ","","登米衛生センター","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
